listening_session_id,transaction_date,track_id,item_name,category,duration_minutes
3409,2025-04-09,M09,Sunday Worship 2,Gospel,5
3409,2025-04-09,M07,Deep Sleep,Ambient/Sleep,12
3410,2025-06-13,M10,Praise Medley,Gospel,7
3411,2025-02-27,M08,Sunday Worship 1,Gospel,5
3411,2025-02-27,M09,Sunday Worship 2,Gospel,5
3411,2025-02-27,M10,Praise Medley,Gospel,7
3412,2025-03-27,M08,Sunday Worship 1,Gospel,5
3412,2025-03-27,M09,Sunday Worship 2,Gospel,5
3413,2025-01-22,M02,Pump It Up,Fitness/EDM,3
3413,2025-01-22,M13,Hip Hop Anthem,Hip-Hop,3
3413,2025-01-22,M06,Rain Sounds,Ambient/Sleep,10
3414,2025-01-14,M15,Amapiano Vibes,Amapiano/Afrobeat,5
3414,2025-01-14,M16,Gengetone Hit,Amapiano/Afrobeat,4
3414,2025-01-14,M11,Heartbreak Ballad,R&B,4
3415,2025-04-17,M15,Amapiano Vibes,Amapiano/Afrobeat,5
3415,2025-04-17,M16,Gengetone Hit,Amapiano/Afrobeat,4
3415,2025-04-17,M14,Street Beats,Hip-Hop,3
3416,2025-02-10,M03,Cardio Beats,Fitness/EDM,4
3416,2025-02-10,M10,Praise Medley,Gospel,7
3417,2025-06-21,M09,Sunday Worship 2,Gospel,5
3418,2025-06-23,M08,Sunday Worship 1,Gospel,5
3418,2025-06-23,M09,Sunday Worship 2,Gospel,5
3418,2025-06-23,M10,Praise Medley,Gospel,7
3419,2025-06-11,M01,Workout Anthem,Fitness/EDM,3
3419,2025-06-11,M02,Pump It Up,Fitness/EDM,3
3420,2025-02-19,M04,Study Focus 1,Instrumental,6
3420,2025-02-19,M05,Study Focus 2,Instrumental,5
3421,2025-02-22,M14,Street Beats,Hip-Hop,3
3421,2025-02-22,M01,Workout Anthem,Fitness/EDM,3
3421,2025-02-22,M16,Gengetone Hit,Amapiano/Afrobeat,4
3421,2025-02-22,M03,Cardio Beats,Fitness/EDM,4
3422,2025-05-24,M01,Workout Anthem,Fitness/EDM,3
3422,2025-05-24,M02,Pump It Up,Fitness/EDM,3
3423,2025-06-03,M10,Praise Medley,Gospel,7
3423,2025-06-03,M16,Gengetone Hit,Amapiano/Afrobeat,4
3423,2025-06-03,M14,Street Beats,Hip-Hop,3
3423,2025-06-03,M12,Love Story,R&B,4
3424,2025-01-30,M15,Amapiano Vibes,Amapiano/Afrobeat,5
3424,2025-01-30,M16,Gengetone Hit,Amapiano/Afrobeat,4
3425,2025-04-13,M06,Rain Sounds,Ambient/Sleep,10
3425,2025-04-13,M07,Deep Sleep,Ambient/Sleep,12
3426,2025-03-07,M11,Heartbreak Ballad,R&B,4
3426,2025-03-07,M07,Deep Sleep,Ambient/Sleep,12
3427,2025-01-12,M03,Cardio Beats,Fitness/EDM,4
3428,2025-05-21,M14,Street Beats,Hip-Hop,3
3428,2025-05-21,M05,Study Focus 2,Instrumental,5
3428,2025-05-21,M13,Hip Hop Anthem,Hip-Hop,3
3428,2025-05-21,M16,Gengetone Hit,Amapiano/Afrobeat,4
3429,2025-01-28,M08,Sunday Worship 1,Gospel,5
3429,2025-01-28,M09,Sunday Worship 2,Gospel,5
3429,2025-01-28,M10,Praise Medley,Gospel,7
3429,2025-01-28,M07,Deep Sleep,Ambient/Sleep,12
3430,2025-05-19,M06,Rain Sounds,Ambient/Sleep,10
3430,2025-05-19,M07,Deep Sleep,Ambient/Sleep,12
3431,2025-05-26,M01,Workout Anthem,Fitness/EDM,3
3431,2025-05-26,M02,Pump It Up,Fitness/EDM,3
3432,2025-06-12,M11,Heartbreak Ballad,R&B,4
3432,2025-06-12,M12,Love Story,R&B,4
3432,2025-06-12,M03,Cardio Beats,Fitness/EDM,4
3433,2025-02-02,M08,Sunday Worship 1,Gospel,5
3433,2025-02-02,M04,Study Focus 1,Instrumental,6
3433,2025-02-02,M01,Workout Anthem,Fitness/EDM,3
3433,2025-02-02,M02,Pump It Up,Fitness/EDM,3
3434,2025-02-14,M01,Workout Anthem,Fitness/EDM,3
3434,2025-02-14,M02,Pump It Up,Fitness/EDM,3
3434,2025-02-14,M03,Cardio Beats,Fitness/EDM,4
3435,2025-03-24,M13,Hip Hop Anthem,Hip-Hop,3
3435,2025-03-24,M14,Street Beats,Hip-Hop,3
3435,2025-03-24,M15,Amapiano Vibes,Amapiano/Afrobeat,5
3436,2025-04-27,M06,Rain Sounds,Ambient/Sleep,10
3436,2025-04-27,M07,Deep Sleep,Ambient/Sleep,12
3436,2025-04-27,M11,Heartbreak Ballad,R&B,4
3437,2025-01-14,M04,Study Focus 1,Instrumental,6
3437,2025-01-14,M05,Study Focus 2,Instrumental,5
3437,2025-01-14,M06,Rain Sounds,Ambient/Sleep,10
3438,2025-05-23,M08,Sunday Worship 1,Gospel,5
3438,2025-05-23,M09,Sunday Worship 2,Gospel,5
3439,2025-03-01,M07,Deep Sleep,Ambient/Sleep,12
3439,2025-03-01,M02,Pump It Up,Fitness/EDM,3
3439,2025-03-01,M11,Heartbreak Ballad,R&B,4
3440,2025-02-21,M03,Cardio Beats,Fitness/EDM,4
3440,2025-02-21,M14,Street Beats,Hip-Hop,3
3441,2025-03-20,M04,Study Focus 1,Instrumental,6
3442,2025-03-26,M11,Heartbreak Ballad,R&B,4
3442,2025-03-26,M12,Love Story,R&B,4
3442,2025-03-26,M04,Study Focus 1,Instrumental,6
3442,2025-03-26,M13,Hip Hop Anthem,Hip-Hop,3
3443,2025-03-16,M06,Rain Sounds,Ambient/Sleep,10
3443,2025-03-16,M05,Study Focus 2,Instrumental,5
3443,2025-03-16,M10,Praise Medley,Gospel,7
3444,2025-04-19,M03,Cardio Beats,Fitness/EDM,4
3444,2025-04-19,M13,Hip Hop Anthem,Hip-Hop,3
3444,2025-04-19,M06,Rain Sounds,Ambient/Sleep,10
3445,2025-04-13,M11,Heartbreak Ballad,R&B,4
3445,2025-04-13,M12,Love Story,R&B,4
3446,2025-06-24,M15,Amapiano Vibes,Amapiano/Afrobeat,5
3446,2025-06-24,M16,Gengetone Hit,Amapiano/Afrobeat,4
3447,2025-03-03,M13,Hip Hop Anthem,Hip-Hop,3
3447,2025-03-03,M14,Street Beats,Hip-Hop,3
3447,2025-03-03,M15,Amapiano Vibes,Amapiano/Afrobeat,5
3448,2025-04-03,M15,Amapiano Vibes,Amapiano/Afrobeat,5
3448,2025-04-03,M16,Gengetone Hit,Amapiano/Afrobeat,4
3449,2025-05-24,M16,Gengetone Hit,Amapiano/Afrobeat,4
3450,2025-03-30,M13,Hip Hop Anthem,Hip-Hop,3
3450,2025-03-30,M14,Street Beats,Hip-Hop,3
3451,2025-01-28,M02,Pump It Up,Fitness/EDM,3
3451,2025-01-28,M11,Heartbreak Ballad,R&B,4
3452,2025-02-17,M13,Hip Hop Anthem,Hip-Hop,3
3452,2025-02-17,M14,Street Beats,Hip-Hop,3
3453,2025-01-12,M15,Amapiano Vibes,Amapiano/Afrobeat,5
3453,2025-01-12,M16,Gengetone Hit,Amapiano/Afrobeat,4
3454,2025-01-20,M11,Heartbreak Ballad,R&B,4
3454,2025-01-20,M03,Cardio Beats,Fitness/EDM,4
3455,2025-02-24,M16,Gengetone Hit,Amapiano/Afrobeat,4
3455,2025-02-24,M08,Sunday Worship 1,Gospel,5
3456,2025-02-14,M11,Heartbreak Ballad,R&B,4
3456,2025-02-14,M12,Love Story,R&B,4
3457,2025-03-15,M11,Heartbreak Ballad,R&B,4
3457,2025-03-15,M12,Love Story,R&B,4
3458,2025-04-07,M13,Hip Hop Anthem,Hip-Hop,3
3459,2025-01-05,M16,Gengetone Hit,Amapiano/Afrobeat,4
3459,2025-01-05,M02,Pump It Up,Fitness/EDM,3
3460,2025-03-08,M15,Amapiano Vibes,Amapiano/Afrobeat,5
3460,2025-03-08,M16,Gengetone Hit,Amapiano/Afrobeat,4
3461,2025-04-16,M12,Love Story,R&B,4
3461,2025-04-16,M03,Cardio Beats,Fitness/EDM,4
3461,2025-04-16,M15,Amapiano Vibes,Amapiano/Afrobeat,5
3462,2025-05-30,M13,Hip Hop Anthem,Hip-Hop,3
3462,2025-05-30,M14,Street Beats,Hip-Hop,3
3462,2025-05-30,M04,Study Focus 1,Instrumental,6
3463,2025-02-21,M08,Sunday Worship 1,Gospel,5
3463,2025-02-21,M09,Sunday Worship 2,Gospel,5
3463,2025-02-21,M10,Praise Medley,Gospel,7
3464,2025-04-22,M14,Street Beats,Hip-Hop,3
3464,2025-04-22,M04,Study Focus 1,Instrumental,6
3464,2025-04-22,M06,Rain Sounds,Ambient/Sleep,10
3464,2025-04-22,M03,Cardio Beats,Fitness/EDM,4
3465,2025-04-07,M06,Rain Sounds,Ambient/Sleep,10
3465,2025-04-07,M07,Deep Sleep,Ambient/Sleep,12
3466,2025-04-26,M04,Study Focus 1,Instrumental,6
3466,2025-04-26,M05,Study Focus 2,Instrumental,5
3467,2025-06-09,M09,Sunday Worship 2,Gospel,5
3467,2025-06-09,M11,Heartbreak Ballad,R&B,4
3467,2025-06-09,M10,Praise Medley,Gospel,7
3467,2025-06-09,M03,Cardio Beats,Fitness/EDM,4
3468,2025-06-13,M13,Hip Hop Anthem,Hip-Hop,3
3468,2025-06-13,M07,Deep Sleep,Ambient/Sleep,12
3468,2025-06-13,M05,Study Focus 2,Instrumental,5
3469,2025-06-18,M04,Study Focus 1,Instrumental,6
3469,2025-06-18,M05,Study Focus 2,Instrumental,5
3469,2025-06-18,M06,Rain Sounds,Ambient/Sleep,10
3470,2025-02-25,M08,Sunday Worship 1,Gospel,5
3470,2025-02-25,M09,Sunday Worship 2,Gospel,5
3470,2025-02-25,M10,Praise Medley,Gospel,7
3471,2025-04-06,M11,Heartbreak Ballad,R&B,4
3471,2025-04-06,M12,Love Story,R&B,4
3472,2025-04-17,M10,Praise Medley,Gospel,7
3473,2025-05-30,M02,Pump It Up,Fitness/EDM,3
3473,2025-05-30,M05,Study Focus 2,Instrumental,5
3473,2025-05-30,M15,Amapiano Vibes,Amapiano/Afrobeat,5
3473,2025-05-30,M13,Hip Hop Anthem,Hip-Hop,3
3474,2025-02-12,M06,Rain Sounds,Ambient/Sleep,10
3474,2025-02-12,M09,Sunday Worship 2,Gospel,5
3475,2025-03-05,M01,Workout Anthem,Fitness/EDM,3
3475,2025-03-05,M02,Pump It Up,Fitness/EDM,3
3476,2025-04-25,M04,Study Focus 1,Instrumental,6
3476,2025-04-25,M05,Study Focus 2,Instrumental,5
3477,2025-05-30,M08,Sunday Worship 1,Gospel,5
3477,2025-05-30,M09,Sunday Worship 2,Gospel,5
3478,2025-06-28,M11,Heartbreak Ballad,R&B,4
3478,2025-06-28,M12,Love Story,R&B,4
3479,2025-01-21,M04,Study Focus 1,Instrumental,6
3479,2025-01-21,M05,Study Focus 2,Instrumental,5
3480,2025-04-04,M01,Workout Anthem,Fitness/EDM,3
3480,2025-04-04,M02,Pump It Up,Fitness/EDM,3
3480,2025-04-04,M03,Cardio Beats,Fitness/EDM,4
3481,2025-03-08,M03,Cardio Beats,Fitness/EDM,4
3481,2025-03-08,M02,Pump It Up,Fitness/EDM,3
3482,2025-02-25,M12,Love Story,R&B,4
3482,2025-02-25,M07,Deep Sleep,Ambient/Sleep,12
3482,2025-02-25,M09,Sunday Worship 2,Gospel,5
3482,2025-02-25,M14,Street Beats,Hip-Hop,3
3483,2025-06-24,M11,Heartbreak Ballad,R&B,4
3483,2025-06-24,M12,Love Story,R&B,4
3484,2025-05-10,M13,Hip Hop Anthem,Hip-Hop,3
3484,2025-05-10,M14,Street Beats,Hip-Hop,3
3484,2025-05-10,M15,Amapiano Vibes,Amapiano/Afrobeat,5
3485,2025-03-29,M01,Workout Anthem,Fitness/EDM,3
3485,2025-03-29,M02,Pump It Up,Fitness/EDM,3
3485,2025-03-29,M03,Cardio Beats,Fitness/EDM,4
3486,2025-02-16,M04,Study Focus 1,Instrumental,6
3486,2025-02-16,M05,Study Focus 2,Instrumental,5
3487,2025-03-25,M11,Heartbreak Ballad,R&B,4
3487,2025-03-25,M12,Love Story,R&B,4
3488,2025-06-23,M08,Sunday Worship 1,Gospel,5
3488,2025-06-23,M09,Sunday Worship 2,Gospel,5
3488,2025-06-23,M10,Praise Medley,Gospel,7
3489,2025-03-03,M12,Love Story,R&B,4
3489,2025-03-03,M10,Praise Medley,Gospel,7
3489,2025-03-03,M03,Cardio Beats,Fitness/EDM,4
3489,2025-03-03,M05,Study Focus 2,Instrumental,5
3490,2025-01-31,M11,Heartbreak Ballad,R&B,4
3490,2025-01-31,M12,Love Story,R&B,4
3491,2025-02-24,M06,Rain Sounds,Ambient/Sleep,10
3491,2025-02-24,M07,Deep Sleep,Ambient/Sleep,12
3492,2025-01-28,M04,Study Focus 1,Instrumental,6
3492,2025-01-28,M05,Study Focus 2,Instrumental,5
3493,2025-03-10,M13,Hip Hop Anthem,Hip-Hop,3
3493,2025-03-10,M14,Street Beats,Hip-Hop,3
3493,2025-03-10,M07,Deep Sleep,Ambient/Sleep,12
3494,2025-01-17,M01,Workout Anthem,Fitness/EDM,3
3494,2025-01-17,M02,Pump It Up,Fitness/EDM,3
3494,2025-01-17,M03,Cardio Beats,Fitness/EDM,4
3495,2025-05-04,M05,Study Focus 2,Instrumental,5
3495,2025-05-04,M13,Hip Hop Anthem,Hip-Hop,3
3496,2025-02-21,M11,Heartbreak Ballad,R&B,4
3496,2025-02-21,M12,Love Story,R&B,4
3496,2025-02-21,M02,Pump It Up,Fitness/EDM,3
3497,2025-02-01,M07,Deep Sleep,Ambient/Sleep,12
3498,2025-04-16,M15,Amapiano Vibes,Amapiano/Afrobeat,5
3499,2025-03-16,M06,Rain Sounds,Ambient/Sleep,10
3499,2025-03-16,M08,Sunday Worship 1,Gospel,5
3499,2025-03-16,M10,Praise Medley,Gospel,7
3500,2025-05-13,M01,Workout Anthem,Fitness/EDM,3
3500,2025-05-13,M02,Pump It Up,Fitness/EDM,3
3500,2025-05-13,M03,Cardio Beats,Fitness/EDM,4
3501,2025-05-16,M08,Sunday Worship 1,Gospel,5
3501,2025-05-16,M09,Sunday Worship 2,Gospel,5
3502,2025-06-09,M01,Workout Anthem,Fitness/EDM,3
3502,2025-06-09,M02,Pump It Up,Fitness/EDM,3
3502,2025-06-09,M03,Cardio Beats,Fitness/EDM,4
3503,2025-01-28,M13,Hip Hop Anthem,Hip-Hop,3
3503,2025-01-28,M14,Street Beats,Hip-Hop,3
3503,2025-01-28,M15,Amapiano Vibes,Amapiano/Afrobeat,5
3504,2025-01-19,M05,Study Focus 2,Instrumental,5
3504,2025-01-19,M01,Workout Anthem,Fitness/EDM,3
3504,2025-01-19,M16,Gengetone Hit,Amapiano/Afrobeat,4
3504,2025-01-19,M12,Love Story,R&B,4
3505,2025-01-28,M12,Love Story,R&B,4
3505,2025-01-28,M04,Study Focus 1,Instrumental,6
3505,2025-01-28,M06,Rain Sounds,Ambient/Sleep,10
3506,2025-01-27,M11,Heartbreak Ballad,R&B,4
3506,2025-01-27,M03,Cardio Beats,Fitness/EDM,4
3506,2025-01-27,M06,Rain Sounds,Ambient/Sleep,10
3506,2025-01-27,M08,Sunday Worship 1,Gospel,5
3507,2025-06-05,M08,Sunday Worship 1,Gospel,5
3507,2025-06-05,M09,Sunday Worship 2,Gospel,5
3507,2025-06-05,M10,Praise Medley,Gospel,7
3508,2025-05-21,M13,Hip Hop Anthem,Hip-Hop,3
3508,2025-05-21,M14,Street Beats,Hip-Hop,3
3509,2025-01-23,M13,Hip Hop Anthem,Hip-Hop,3
3509,2025-01-23,M14,Street Beats,Hip-Hop,3
3509,2025-01-23,M15,Amapiano Vibes,Amapiano/Afrobeat,5
3510,2025-01-25,M13,Hip Hop Anthem,Hip-Hop,3
3510,2025-01-25,M16,Gengetone Hit,Amapiano/Afrobeat,4
3511,2025-01-19,M06,Rain Sounds,Ambient/Sleep,10
3511,2025-01-19,M10,Praise Medley,Gospel,7
3512,2025-01-14,M16,Gengetone Hit,Amapiano/Afrobeat,4
3512,2025-01-14,M06,Rain Sounds,Ambient/Sleep,10
3512,2025-01-14,M05,Study Focus 2,Instrumental,5
3513,2025-01-04,M04,Study Focus 1,Instrumental,6
3513,2025-01-04,M05,Study Focus 2,Instrumental,5
3514,2025-02-06,M03,Cardio Beats,Fitness/EDM,4
3514,2025-02-06,M08,Sunday Worship 1,Gospel,5
3514,2025-02-06,M02,Pump It Up,Fitness/EDM,3
3515,2025-01-05,M13,Hip Hop Anthem,Hip-Hop,3
3515,2025-01-05,M14,Street Beats,Hip-Hop,3
3515,2025-01-05,M15,Amapiano Vibes,Amapiano/Afrobeat,5
3516,2025-02-05,M06,Rain Sounds,Ambient/Sleep,10
3516,2025-02-05,M07,Deep Sleep,Ambient/Sleep,12
3517,2025-06-15,M08,Sunday Worship 1,Gospel,5
3517,2025-06-15,M09,Sunday Worship 2,Gospel,5
3518,2025-04-20,M06,Rain Sounds,Ambient/Sleep,10
3518,2025-04-20,M07,Deep Sleep,Ambient/Sleep,12
3519,2025-06-05,M06,Rain Sounds,Ambient/Sleep,10
3519,2025-06-05,M07,Deep Sleep,Ambient/Sleep,12
3520,2025-01-12,M12,Love Story,R&B,4
3520,2025-01-12,M14,Street Beats,Hip-Hop,3
3520,2025-01-12,M05,Study Focus 2,Instrumental,5
3520,2025-01-12,M16,Gengetone Hit,Amapiano/Afrobeat,4
3521,2025-04-29,M06,Rain Sounds,Ambient/Sleep,10
3521,2025-04-29,M07,Deep Sleep,Ambient/Sleep,12
3522,2025-05-02,M08,Sunday Worship 1,Gospel,5
3522,2025-05-02,M09,Sunday Worship 2,Gospel,5
3522,2025-05-02,M10,Praise Medley,Gospel,7
3523,2025-05-28,M13,Hip Hop Anthem,Hip-Hop,3
3523,2025-05-28,M14,Street Beats,Hip-Hop,3
3524,2025-06-15,M12,Love Story,R&B,4
3524,2025-06-15,M08,Sunday Worship 1,Gospel,5
3524,2025-06-15,M09,Sunday Worship 2,Gospel,5
3524,2025-06-15,M01,Workout Anthem,Fitness/EDM,3
3525,2025-04-24,M06,Rain Sounds,Ambient/Sleep,10
3525,2025-04-24,M07,Deep Sleep,Ambient/Sleep,12
3525,2025-04-24,M13,Hip Hop Anthem,Hip-Hop,3
3526,2025-01-06,M04,Study Focus 1,Instrumental,6
3527,2025-02-13,M01,Workout Anthem,Fitness/EDM,3
3528,2025-06-11,M12,Love Story,R&B,4
3528,2025-06-11,M04,Study Focus 1,Instrumental,6
3528,2025-06-11,M16,Gengetone Hit,Amapiano/Afrobeat,4
3528,2025-06-11,M06,Rain Sounds,Ambient/Sleep,10
3529,2025-03-12,M01,Workout Anthem,Fitness/EDM,3
3529,2025-03-12,M02,Pump It Up,Fitness/EDM,3
3530,2025-05-26,M15,Amapiano Vibes,Amapiano/Afrobeat,5
3530,2025-05-26,M16,Gengetone Hit,Amapiano/Afrobeat,4
3531,2025-05-11,M14,Street Beats,Hip-Hop,3
3531,2025-05-11,M12,Love Story,R&B,4
3531,2025-05-11,M15,Amapiano Vibes,Amapiano/Afrobeat,5
3531,2025-05-11,M06,Rain Sounds,Ambient/Sleep,10
3532,2025-03-15,M11,Heartbreak Ballad,R&B,4
3532,2025-03-15,M12,Love Story,R&B,4
3533,2025-04-26,M01,Workout Anthem,Fitness/EDM,3
3533,2025-04-26,M02,Pump It Up,Fitness/EDM,3
3534,2025-06-14,M01,Workout Anthem,Fitness/EDM,3
3534,2025-06-14,M02,Pump It Up,Fitness/EDM,3
3535,2025-05-06,M07,Deep Sleep,Ambient/Sleep,12
3535,2025-05-06,M11,Heartbreak Ballad,R&B,4
3535,2025-05-06,M10,Praise Medley,Gospel,7
3536,2025-01-11,M01,Workout Anthem,Fitness/EDM,3
3536,2025-01-11,M02,Pump It Up,Fitness/EDM,3
3537,2025-01-29,M08,Sunday Worship 1,Gospel,5
3537,2025-01-29,M09,Sunday Worship 2,Gospel,5
3538,2025-05-19,M06,Rain Sounds,Ambient/Sleep,10
3538,2025-05-19,M07,Deep Sleep,Ambient/Sleep,12
3538,2025-05-19,M04,Study Focus 1,Instrumental,6
3539,2025-01-07,M15,Amapiano Vibes,Amapiano/Afrobeat,5
3539,2025-01-07,M16,Gengetone Hit,Amapiano/Afrobeat,4
3540,2025-02-06,M09,Sunday Worship 2,Gospel,5
3540,2025-02-06,M13,Hip Hop Anthem,Hip-Hop,3
3540,2025-02-06,M08,Sunday Worship 1,Gospel,5
3541,2025-06-08,M07,Deep Sleep,Ambient/Sleep,12
3541,2025-06-08,M16,Gengetone Hit,Amapiano/Afrobeat,4
3541,2025-06-08,M10,Praise Medley,Gospel,7
3542,2025-04-06,M16,Gengetone Hit,Amapiano/Afrobeat,4
3543,2025-03-22,M13,Hip Hop Anthem,Hip-Hop,3
3543,2025-03-22,M14,Street Beats,Hip-Hop,3
3544,2025-05-28,M01,Workout Anthem,Fitness/EDM,3
3544,2025-05-28,M02,Pump It Up,Fitness/EDM,3
3544,2025-05-28,M03,Cardio Beats,Fitness/EDM,4
3545,2025-06-27,M15,Amapiano Vibes,Amapiano/Afrobeat,5
3545,2025-06-27,M10,Praise Medley,Gospel,7
3545,2025-06-27,M14,Street Beats,Hip-Hop,3
3546,2025-06-29,M06,Rain Sounds,Ambient/Sleep,10
3546,2025-06-29,M07,Deep Sleep,Ambient/Sleep,12
3547,2025-03-04,M16,Gengetone Hit,Amapiano/Afrobeat,4
3547,2025-03-04,M05,Study Focus 2,Instrumental,5
3547,2025-03-04,M12,Love Story,R&B,4
3548,2025-01-25,M13,Hip Hop Anthem,Hip-Hop,3
3548,2025-01-25,M14,Street Beats,Hip-Hop,3
3548,2025-01-25,M05,Study Focus 2,Instrumental,5
3549,2025-01-03,M03,Cardio Beats,Fitness/EDM,4
3550,2025-02-25,M15,Amapiano Vibes,Amapiano/Afrobeat,5
3550,2025-02-25,M01,Workout Anthem,Fitness/EDM,3
3550,2025-02-25,M04,Study Focus 1,Instrumental,6
3551,2025-04-24,M13,Hip Hop Anthem,Hip-Hop,3
3551,2025-04-24,M16,Gengetone Hit,Amapiano/Afrobeat,4
3551,2025-04-24,M08,Sunday Worship 1,Gospel,5
3551,2025-04-24,M04,Study Focus 1,Instrumental,6
3552,2025-05-17,M08,Sunday Worship 1,Gospel,5
3552,2025-05-17,M09,Sunday Worship 2,Gospel,5
3552,2025-05-17,M10,Praise Medley,Gospel,7
3553,2025-02-17,M15,Amapiano Vibes,Amapiano/Afrobeat,5
3553,2025-02-17,M16,Gengetone Hit,Amapiano/Afrobeat,4
3554,2025-02-08,M03,Cardio Beats,Fitness/EDM,4
3554,2025-02-08,M12,Love Story,R&B,4
3554,2025-02-08,M02,Pump It Up,Fitness/EDM,3
3554,2025-02-08,M11,Heartbreak Ballad,R&B,4
3555,2025-03-14,M06,Rain Sounds,Ambient/Sleep,10
3555,2025-03-14,M07,Deep Sleep,Ambient/Sleep,12
3555,2025-03-14,M01,Workout Anthem,Fitness/EDM,3
3556,2025-04-15,M16,Gengetone Hit,Amapiano/Afrobeat,4
3556,2025-04-15,M14,Street Beats,Hip-Hop,3
3556,2025-04-15,M15,Amapiano Vibes,Amapiano/Afrobeat,5
3557,2025-05-14,M07,Deep Sleep,Ambient/Sleep,12
3558,2025-02-22,M04,Study Focus 1,Instrumental,6
3558,2025-02-22,M05,Study Focus 2,Instrumental,5
3559,2025-02-27,M03,Cardio Beats,Fitness/EDM,4
3559,2025-02-27,M06,Rain Sounds,Ambient/Sleep,10
3559,2025-02-27,M14,Street Beats,Hip-Hop,3
3559,2025-02-27,M07,Deep Sleep,Ambient/Sleep,12
3560,2025-01-26,M08,Sunday Worship 1,Gospel,5
3560,2025-01-26,M09,Sunday Worship 2,Gospel,5
3561,2025-06-09,M06,Rain Sounds,Ambient/Sleep,10
3561,2025-06-09,M07,Deep Sleep,Ambient/Sleep,12
3562,2025-02-14,M15,Amapiano Vibes,Amapiano/Afrobeat,5
3563,2025-05-12,M13,Hip Hop Anthem,Hip-Hop,3
3563,2025-05-12,M14,Street Beats,Hip-Hop,3
3564,2025-05-20,M01,Workout Anthem,Fitness/EDM,3
3564,2025-05-20,M02,Pump It Up,Fitness/EDM,3
3565,2025-02-24,M05,Study Focus 2,Instrumental,5
3565,2025-02-24,M16,Gengetone Hit,Amapiano/Afrobeat,4
3566,2025-05-19,M08,Sunday Worship 1,Gospel,5
3566,2025-05-19,M05,Study Focus 2,Instrumental,5
3566,2025-05-19,M01,Workout Anthem,Fitness/EDM,3
3567,2025-02-17,M08,Sunday Worship 1,Gospel,5
3567,2025-02-17,M09,Sunday Worship 2,Gospel,5
3568,2025-04-23,M13,Hip Hop Anthem,Hip-Hop,3
3568,2025-04-23,M14,Street Beats,Hip-Hop,3
3569,2025-03-11,M04,Study Focus 1,Instrumental,6
3569,2025-03-11,M05,Study Focus 2,Instrumental,5
3570,2025-03-08,M15,Amapiano Vibes,Amapiano/Afrobeat,5
3570,2025-03-08,M16,Gengetone Hit,Amapiano/Afrobeat,4
3570,2025-03-08,M11,Heartbreak Ballad,R&B,4
3571,2025-05-06,M15,Amapiano Vibes,Amapiano/Afrobeat,5
3571,2025-05-06,M16,Gengetone Hit,Amapiano/Afrobeat,4
3572,2025-02-18,M13,Hip Hop Anthem,Hip-Hop,3
3572,2025-02-18,M14,Street Beats,Hip-Hop,3
3573,2025-06-15,M01,Workout Anthem,Fitness/EDM,3
3573,2025-06-15,M02,Pump It Up,Fitness/EDM,3
3574,2025-03-08,M04,Study Focus 1,Instrumental,6
3574,2025-03-08,M05,Study Focus 2,Instrumental,5
3574,2025-03-08,M06,Rain Sounds,Ambient/Sleep,10
3575,2025-06-07,M02,Pump It Up,Fitness/EDM,3
3575,2025-06-07,M13,Hip Hop Anthem,Hip-Hop,3
3576,2025-06-07,M04,Study Focus 1,Instrumental,6
3576,2025-06-07,M13,Hip Hop Anthem,Hip-Hop,3
3576,2025-06-07,M10,Praise Medley,Gospel,7
3577,2025-03-10,M07,Deep Sleep,Ambient/Sleep,12
3577,2025-03-10,M06,Rain Sounds,Ambient/Sleep,10
3578,2025-03-29,M06,Rain Sounds,Ambient/Sleep,10
3578,2025-03-29,M07,Deep Sleep,Ambient/Sleep,12
3579,2025-02-17,M14,Street Beats,Hip-Hop,3
3579,2025-02-17,M08,Sunday Worship 1,Gospel,5
3579,2025-02-17,M10,Praise Medley,Gospel,7
3579,2025-02-17,M12,Love Story,R&B,4
3580,2025-04-13,M01,Workout Anthem,Fitness/EDM,3
3580,2025-04-13,M02,Pump It Up,Fitness/EDM,3
3581,2025-01-11,M06,Rain Sounds,Ambient/Sleep,10
3581,2025-01-11,M07,Deep Sleep,Ambient/Sleep,12
3582,2025-01-28,M15,Amapiano Vibes,Amapiano/Afrobeat,5
3583,2025-01-13,M11,Heartbreak Ballad,R&B,4
3583,2025-01-13,M12,Love Story,R&B,4
3584,2025-04-28,M04,Study Focus 1,Instrumental,6
3584,2025-04-28,M05,Study Focus 2,Instrumental,5
3585,2025-03-11,M01,Workout Anthem,Fitness/EDM,3
3585,2025-03-11,M02,Pump It Up,Fitness/EDM,3
3585,2025-03-11,M03,Cardio Beats,Fitness/EDM,4
3586,2025-02-21,M05,Study Focus 2,Instrumental,5
3586,2025-02-21,M08,Sunday Worship 1,Gospel,5
3586,2025-02-21,M15,Amapiano Vibes,Amapiano/Afrobeat,5
3587,2025-06-21,M01,Workout Anthem,Fitness/EDM,3
3587,2025-06-21,M02,Pump It Up,Fitness/EDM,3
3588,2025-05-13,M09,Sunday Worship 2,Gospel,5
3588,2025-05-13,M02,Pump It Up,Fitness/EDM,3
3588,2025-05-13,M12,Love Story,R&B,4
3589,2025-02-15,M04,Study Focus 1,Instrumental,6
3589,2025-02-15,M05,Study Focus 2,Instrumental,5
